S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
4848957	4849816	20502	21359	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	92.45		False
2120708	2121645	21434	20499	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	91.58		False
269210	270147	20499	21434	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	91.58		False
1395393	1396330	21434	20499	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	91.58		False
3512637	3513574	21434	20499	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	91.58		False
3713264	3714201	20499	21434	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	91.58		False
1511096	1512033	21434	20499	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	91.58		False
4848957	4849816	42398	43257	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	95.71		False
1395393	1396330	43332	42395	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	90.1		False
1291536	1292473	43332	42395	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	90.1		False
2120708	2121645	43332	42395	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	90.1		False
269210	270147	42395	43332	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	90.1		False
1511096	1512033	43332	42395	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	90.1		False
3713264	3714201	42395	43332	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	90.1		False
4848957	4849816	44776	45633	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	90.6		False
269210	270147	44773	45708	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	96.7		False
1395393	1396330	45708	44773	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	96.7		False
1511096	1512034	45708	44772	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	96.7		False
3512637	3513575	45708	44772	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	96.7		False
3713262	3714201	44771	45708	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	96.7		False
2120708	2121649	45708	44769	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	96.71		False
1395275	1396330	84060	85114	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	99.24		False
269210	270265	85114	84060	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	99.24		False
1291418	1292473	84060	85114	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	99.24		False
2120590	2121646	84060	85115	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	99.24		False
1510978	1512034	84060	85115	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	99.24		False
3512519	3513575	84060	85115	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	99.24		False
3757583	3758571	88549	87563	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	93.93		False
573686	574674	87563	88549	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	93.93		False
4913854	4914842	87563	88549	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	93.93		False
963055	964043	87563	88549	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	93.93		False
3078646	3079634	87563	88549	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	93.93		False
4789092	4790080	87563	88549	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	93.93		False
4232031	4233019	87563	88549	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	93.93		False
4414285	4415273	88549	87563	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	93.93		False
3042341	3043329	87563	88549	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	93.93		False
2454783	2455978	87499	88691	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	99.16		False
5058759	5059957	87497	88692	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	99.17		False
2461546	2462744	2298	1104	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	98.92		True
unknown
2698576	2698870	13807	14100	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	90.17		True
unknown
1291536	1292475	15774	14835	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	90.12		True
unknown
2697706	2698099	16503	16111	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	94.42		True
unknown
1291536	1292474	21434	20498	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	91.59		True
unknown
4848957	4849816	31355	30497	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	95.59		True
unknown
3512637	3513574	43332	42395	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	90.1		True
unknown
1291416	1292473	45828	44773	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	94.62		True
unknown
1330286	1331039	61475	60727	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	98.14		True
unknown
2155679	2157482	67488	69286	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	99.33		True
unknown
3713263	3714321	85115	84058	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	99.24		True
unknown
2461546	2462744	87496	88691	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1044	99.17		True
unknown
CONTIG	contig_1044	132388	mis_unaligned
4023156	4024475	23774	22459	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1045	99.17		False
2461549	2462744	61419	60225	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1045	99.33		False
5058761	5059957	61419	60224	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1045	99.33		False
5222363	5223686	23774	22455	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1045	99.17		True
unknown
2454778	2455978	61424	60225	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1045	99.33		True
unknown
CONTIG	contig_1045	82449	mis_unaligned
CONTIG	contig_1047	641	unaligned
CONTIG	contig_1048	2453	unaligned
CONTIG	contig_1049	2815	unaligned
CONTIG	contig_105	10723	unaligned
CONTIG	contig_1051	39913	unaligned
CONTIG	contig_1057	6174	unaligned
4808802	4808932	214829	214959	Raoultella_ornithinolytica_NZ_CP138913.1	contig_106	96.18		False
4812094	4813855	218692	220452	Raoultella_ornithinolytica_NZ_CP138913.1	contig_106	96.78		False
4808802	4812068	215073	218341	Raoultella_ornithinolytica_NZ_CP138913.1	contig_106	96.31		False
5495110	5495496	66321	65938	Raoultella_ornithinolytica_NZ_CP138913.1	contig_106	97.16		True
unknown
5489003	5489114	81519	81408	Raoultella_ornithinolytica_NZ_CP138913.1	contig_106	97.32		True
unknown
5445599	5448659	124902	121842	Raoultella_ornithinolytica_NZ_CP138913.1	contig_106	90.71		True
unknown
5405922	5407785	168570	166712	Raoultella_ornithinolytica_NZ_CP138913.1	contig_106	91.09		True
unknown
5365037	5366476	203109	201673	Raoultella_ornithinolytica_NZ_CP138913.1	contig_106	92.01		True
unknown
5363504	5363614	215183	215073	Raoultella_ornithinolytica_NZ_CP138913.1	contig_106	98.2		True
unknown
5360240	5363321	218341	215261	Raoultella_ornithinolytica_NZ_CP138913.1	contig_106	96.73		True
unknown
5358452	5360214	220452	218691	Raoultella_ornithinolytica_NZ_CP138913.1	contig_106	96.78		True
unknown
5354802	5355011	224147	223938	Raoultella_ornithinolytica_NZ_CP138913.1	contig_106	91.55		True
unknown
5343454	5347852	235513	231092	Raoultella_ornithinolytica_NZ_CP138913.1	contig_106	93.85		True
unknown
CONTIG	contig_106	235907	mis_unaligned
CONTIG	contig_1061	1133	unaligned
CONTIG	contig_1062	31988	unaligned
CONTIG	contig_1063	19118	unaligned
CONTIG	contig_1064	27866	unaligned
CONTIG	contig_1065	12221	unaligned
CONTIG	contig_1066	2563	unaligned
CONTIG	contig_1067	7698	unaligned
CONTIG	contig_1068	45192	unaligned
CONTIG	contig_1069	1760	unaligned
4598331	4609475	19386	30517	Raoultella_ornithinolytica_NZ_CP138913.1	contig_107	93.23		True
CONTIG	contig_107	30541	correct_unaligned
CONTIG	contig_1070	19832	unaligned
2855074	2855417	58764	58421	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_1071	90.7		True
CONTIG	contig_1071	72794	correct_unaligned
CONTIG	contig_1072	228309	unaligned
CONTIG	contig_1073	18561	unaligned
CONTIG	contig_1074	685418	unaligned
CONTIG	contig_1075	5036	unaligned
CONTIG	contig_1076	104280	unaligned
1852004	1852162	575945	576103	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_1077	91.82		True
CONTIG	contig_1077	2651156	correct_unaligned
CONTIG	contig_1078	25137	unaligned
CONTIG	contig_1079	57225	unaligned
3863234	3863416	343024	343203	Raoultella_ornithinolytica_NZ_CP138913.1	contig_108	90.71		False
3560219	3560798	56062	56641	Raoultella_ornithinolytica_NZ_CP138913.1	contig_108	90.17		True
unknown
4808802	4813827	284004	289185	Raoultella_ornithinolytica_NZ_CP138913.1	contig_108	93.22		True
unknown
3886862	3887448	349821	350406	Raoultella_ornithinolytica_NZ_CP138913.1	contig_108	92.84		True
unknown
3912665	3914115	381054	382501	Raoultella_ornithinolytica_NZ_CP138913.1	contig_108	90.21		True
unknown
3914270	3919048	382502	387272	Raoultella_ornithinolytica_NZ_CP138913.1	contig_108	90.08		True
unknown
4077683	4078109	549339	549760	Raoultella_ornithinolytica_NZ_CP138913.1	contig_108	90.87		True
unknown
2696490	2698889	612014	614426	Raoultella_ornithinolytica_NZ_CP138913.1	contig_108	95.7		True
unknown
CONTIG	contig_108	678020	mis_unaligned
CONTIG	contig_1080	20794	unaligned
2612705	2612783	36600	36522	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_1081	100.0		True
CONTIG	contig_1081	44030	correct_unaligned
CONTIG	contig_1082	44844	unaligned
CONTIG	contig_1083	136844	unaligned
CONTIG	contig_1084	90284	unaligned
CONTIG	contig_1085	7811	unaligned
CONTIG	contig_1087	18565	unaligned
CONTIG	contig_1088	28699	unaligned
2697792	2697927	24959	24824	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_1089	93.38		True
CONTIG	contig_1089	39153	correct_unaligned
CONTIG	contig_109	17614	unaligned
CONTIG	contig_1090	4145	unaligned
CONTIG	contig_1091	24398	unaligned
CONTIG	contig_1092	11192	unaligned
CONTIG	contig_1093	20356	unaligned
CONTIG	contig_1094	97256	unaligned
CONTIG	contig_1095	52048	unaligned
CONTIG	contig_1096	353686	unaligned
CONTIG	contig_1097	40619	unaligned
CONTIG	contig_1098	9536	unaligned
CONTIG	contig_1099	18832	unaligned
CONTIG	contig_110	9597	unaligned
CONTIG	contig_1100	350045	unaligned
CONTIG	contig_1101	19929	unaligned
CONTIG	contig_1102	346002	unaligned
CONTIG	contig_1103	3442	unaligned
CONTIG	contig_1104	15155	unaligned
CONTIG	contig_1105	44364	unaligned
CONTIG	contig_1106	1406	unaligned
CONTIG	contig_1107	4331	unaligned
CONTIG	contig_1108	16553	unaligned
CONTIG	contig_1109	2788	unaligned
2900	3057	24976	25133	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_111	90.51		True
CONTIG	contig_111	222653	correct_unaligned
CONTIG	contig_1110	4904	unaligned
CONTIG	contig_1111	527	unaligned
CONTIG	contig_1112	3900	unaligned
CONTIG	contig_1113	13574	unaligned
CONTIG	contig_1114	1175	unaligned
4495397	4516437	70	21110	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1116	97.82		True
CONTIG	contig_1116	21110	correct
CONTIG	contig_1117	680	unaligned
CONTIG	contig_1118	8796	unaligned
CONTIG	contig_1119	16154	unaligned
CONTIG	contig_112	6319	unaligned
CONTIG	contig_1120	3059	unaligned
CONTIG	contig_1121	5912	unaligned
CONTIG	contig_1122	4270	unaligned
CONTIG	contig_1123	1914	unaligned
CONTIG	contig_1124	68316	unaligned
CONTIG	contig_1125	22474	unaligned
CONTIG	contig_1126	32205	unaligned
CONTIG	contig_1127	6277	unaligned
CONTIG	contig_1128	7834	unaligned
CONTIG	contig_1129	48321	unaligned
CONTIG	contig_1130	72683	unaligned
CONTIG	contig_1131	87461	unaligned
CONTIG	contig_1132	4896	unaligned
CONTIG	contig_1133	83080	unaligned
CONTIG	contig_1135	22923	unaligned
CONTIG	contig_1136	8952	unaligned
CONTIG	contig_1137	4706	unaligned
CONTIG	contig_1138	4927	unaligned
CONTIG	contig_1139	10221	unaligned
CONTIG	contig_114	4792	unaligned
CONTIG	contig_1140	91270	unaligned
CONTIG	contig_1141	119475	unaligned
CONTIG	contig_1142	63493	unaligned
CONTIG	contig_1143	68336	unaligned
CONTIG	contig_1144	39195	unaligned
CONTIG	contig_1145	64874	unaligned
CONTIG	contig_1146	34929	unaligned
CONTIG	contig_1147	3890	unaligned
3427331	3427598	85400	85667	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_1149	92.54		True
CONTIG	contig_1149	100163	correct_unaligned
CONTIG	contig_115	15673	unaligned
CONTIG	contig_1150	24823	unaligned
CONTIG	contig_1151	12284	unaligned
CONTIG	contig_1152	927922	unaligned
CONTIG	contig_1153	28188	unaligned
CONTIG	contig_1154	2967	unaligned
CONTIG	contig_1156	5942	unaligned
CONTIG	contig_1157	223952	unaligned
CONTIG	contig_1158	137525	unaligned
CONTIG	contig_1159	18668	unaligned
1757353	1757465	41211	41099	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_116	93.81		True
CONTIG	contig_116	69245	correct_unaligned
359341	359588	385143	385390	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_1160	90.0		True
CONTIG	contig_1160	678429	correct_unaligned
1133295	1133488	36406	36599	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_1161	91.24		True
CONTIG	contig_1161	60597	correct_unaligned
CONTIG	contig_1162	5281	unaligned
CONTIG	contig_1163	25283	unaligned
1359280	1359510	336744	336973	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_1164	90.04		False
639930	640199	460675	460406	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_1164	90.0		False
1016778	1019853	920977	924052	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_1164	93.34		True
unknown
1025275	1027502	936538	938763	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_1164	95.21		True
unknown
CONTIG	contig_1164	980112	mis_unaligned
CONTIG	contig_1165	2451	unaligned
CONTIG	contig_1166	516	unaligned
CONTIG	contig_1167	1443	unaligned
CONTIG	contig_1168	13134	unaligned
CONTIG	contig_1169	111023	unaligned
CONTIG	contig_117	29974	unaligned
CONTIG	contig_1170	19139	unaligned
CONTIG	contig_1171	40933	unaligned
CONTIG	contig_1172	34771	unaligned
CONTIG	contig_1173	12044	unaligned
CONTIG	contig_1174	21640	unaligned
CONTIG	contig_1175	8865	unaligned
CONTIG	contig_1176	4605	unaligned
823575	823645	14127	14197	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1177	98.59		False
823691	823761	14127	14197	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1177	98.59		True
CONTIG	contig_1177	30545	correct_unaligned
CONTIG	contig_1178	64562	unaligned
CONTIG	contig_1179	10163	unaligned
CONTIG	contig_118	5922	unaligned
CONTIG	contig_1180	29186	unaligned
CONTIG	contig_1181	11455	unaligned
CONTIG	contig_1182	513654	unaligned
CONTIG	contig_1183	19686	unaligned
CONTIG	contig_1184	81825	unaligned
CONTIG	contig_1187	15239	unaligned
CONTIG	contig_1188	9996	unaligned
CONTIG	contig_1189	63406	unaligned
CONTIG	contig_119	6297	unaligned
CONTIG	contig_1190	20473	unaligned
CONTIG	contig_1191	61644	unaligned
CONTIG	contig_1192	16907	unaligned
CONTIG	contig_1193	10057	unaligned
CONTIG	contig_1194	16011	unaligned
CONTIG	contig_1196	4662	unaligned
CONTIG	contig_1198	35631	unaligned
CONTIG	contig_1199	119403	unaligned
760194	760407	203314	203526	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_12	93.49		False
2866228	2866392	327010	327173	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_12	95.76		False
2989940	2990067	176240	176367	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_12	96.88		False
767335	767548	195881	196094	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_12	93.93		False
2798333	2799295	1	942	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_12	93.14		True
relocation, inconsistency = 1493174
1295689	1305084	10572	1017	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_12	94.72		True
relocation, inconsistency = 7478
1248462	1288210	50285	10573	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_12	99.01		True
relocation, inconsistency = 966277
2254508	2259334	50306	55131	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_12	99.17		True
relocation, inconsistency = -9757
2259293	2259839	64847	65393	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_12	98.36		True
relocation, inconsistency = 802281
3062854	3063928	66127	67201	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_12	99.53		True
relocation, inconsistency = -2959863
104569	113058	67705	76175	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_12	99.07		True
relocation, inconsistency = 2588358
2701417	2719603	94312	76176	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_12	98.77		True
local misassembly
2692184	2700213	103531	95515	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_12	98.94		True
relocation, inconsistency = 2228917
453868	463055	112915	103743	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_12	99.29		True
relocation, inconsistency = 337249
800661	835089	113272	147677	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_12	98.75		True
relocation, inconsistency = 1884608
2719704	2723130	151102	147684	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_12	98.34		True
relocation, inconsistency = 1975782
724854	743684	151340	170147	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_12	98.49		True
relocation, inconsistency = -381104
368858	370284	176425	177851	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_12	98.18		True
relocation, inconsistency = 371852
747290	761398	183005	197082	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_12	98.8		True
local misassembly
761395	797467	197383	233435	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_12	98.44		True
local misassembly
799824	800517	235362	236057	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_12	93.1		True
relocation, inconsistency = 1203775
2004294	2033417	265113	236059	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_12	98.59		True
relocation, inconsistency = 146341
1842709	1857840	280403	265226	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_12	98.91		True
local misassembly
1824970	1841587	298648	282045	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_12	98.82		True
relocation, inconsistency = 1547676
263975	277007	311953	298935	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_12	98.25		True
relocation, inconsistency = 1659
252037	261134	322229	313135	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_12	99.14		True
local misassembly
248766	252033	325747	322481	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_12	97.89		True
CONTIG	contig_12	344688	misassembled
CONTIG	contig_120	11284	unaligned
3711546	3711939	18708	19101	Sulfuritalea_hydrogenivorans_sk43H_NZ_AP012547.1	contig_1200	90.15		True
CONTIG	contig_1200	24515	correct_unaligned
4430153	4430304	33752	33602	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1201	94.08		False
144062	144216	33602	33754	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1201	94.19		False
101709	131857	1	30113	Raoultella_ornithinolytica_NZ_CP138913.1	contig_1201	98.81		True
CONTIG	contig_1201	50008	correct
CONTIG	contig_1202	5099	unaligned
CONTIG	contig_1203	4683	unaligned
CONTIG	contig_1204	4546	unaligned
CONTIG	contig_1205	11713	unaligned
2996903	2998091	73300	72114	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_1206	98.91		False
1767851	1768030	490956	490774	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_1206	92.35		False
2991337	2993827	452844	450291	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_1206	96.87		False
52451	54995	424087	421501	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_1206	96.95		False
2077964	2089576	11580	1	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_1206	98.42		True
relocation, inconsistency = -466154
2536534	2544117	19144	11581	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_1206	98.57		True
relocation, inconsistency = -447330
2983151	2983778	19855	19230	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_1206	98.89		True
relocation, inconsistency = 14400
2998192	3002443	19869	24140	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_1206	98.76		True
relocation, inconsistency = 1277090
1692711	1718903	52478	26339	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_1206	98.05		True
relocation, inconsistency = 5143
1682709	1683851	57338	56195	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_1206	96.49		True
relocation, inconsistency = -1246500
2922798	2929208	63726	57339	Tetrasphaera_elongata_Lp2_NZ_HF570956.1	contig_1206	98.02		True
relocation, inconsistency = -55566
